antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Banana'}),frozenset({'Limes'}),0.2043,0.05845,0.01335,0.06534508076358296,1.1179654536113424,1.0,0.001408665,1.0073771406127259,0.13261025201469132,0.05352846832397754,0.007323116949267653,0.14687271146819011
frozenset({'Banana'}),frozenset({'Michigan Organic Kale'}),0.2043,0.0289,0.0061,0.029858051884483604,1.033150584238187,1.0,0.00019573000000000073,1.000987537840565,0.04032535534234229,0.026860413914575075,0.0009865635717059066,0.1204653581221726
frozenset({'Michigan Organic Kale'}),frozenset({'Banana'}),0.0289,0.2043,0.0061,0.2110726643598616,1.033150584238187,1.0,0.00019573000000000073,1.008584649122807,0.03304179306549455,0.026860413914575075,0.00851158019336634,0.1204653581221726
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.0752,0.2043,0.02255,0.29986702127659576,1.467777881921663,1.0,0.007186639999999999,1.1364983855650521,0.3446128940685443,0.08776026464292663,0.12010433740931978,0.2051219589985524
frozenset({'Banana'}),frozenset({'Organic Avocado'}),0.2043,0.0752,0.02255,0.11037689672050906,1.467777881921663,1.0,0.007186639999999999,1.039541348005502,0.4005253291876207,0.08776026464292663,0.03803730181715945,0.2051219589985524
frozenset({'Banana'}),frozenset({'Organic Baby Carrots'}),0.2043,0.03355,0.00745,0.036465981399902106,1.0869144977616125,1.0,0.0005957349999999991,1.0030263398526797,0.10049570130727817,0.03233506944444445,0.003017208753584875,0.12926130664629978
frozenset({'Organic Baby Carrots'}),frozenset({'Banana'}),0.03355,0.2043,0.00745,0.22205663189269745,1.0869144977616125,1.0,0.0005957349999999991,1.0228250957854406,0.08274036890703215,0.03233506944444445,0.02231573695198874,0.12926130664629978
frozenset({'Organic Baby Spinach'}),frozenset({'Banana'}),0.10275,0.2043,0.0226,0.21995133819951337,1.0766095849217492,1.0,0.0016081749999999999,1.0200645664379289,0.07930697781076396,0.07945157321146071,0.019669898453579696,0.16528648652511155
frozenset({'Banana'}),frozenset({'Organic Baby Spinach'}),0.2043,0.10275,0.0226,0.11062163485070974,1.0766095849217494,1.0,0.0016081749999999999,1.0088507154650523,0.08942841000466001,0.07945157321146071,0.008773067540495672,0.16528648652511155
frozenset({'Organic Blackberries'}),frozenset({'Banana'}),0.0277,0.2043,0.00615,0.2220216606498195,1.0867433218297577,1.0,0.0004908899999999999,1.0227791183294663,0.08209350220623463,0.02723046269647996,0.022271786665601992,0.1260622253322519
frozenset({'Banana'}),frozenset({'Organic Blackberries'}),0.2043,0.0277,0.00615,0.030102790014684286,1.0867433218297577,1.0,0.0004908899999999999,1.0024773656320969,0.10031357571336173,0.02723046269647996,0.002471243458484302,0.1260622253322519
frozenset({'Banana'}),"frozenset({""Organic D'Anjou Pears""})",0.2043,0.0214,0.0052,0.025452765540871267,1.189381567330433,1.0,0.0008279799999999999,1.0041586137619287,0.20010924101661814,0.023582766439909295,0.0041413913150125355,0.13422170987323936
"frozenset({""Organic D'Anjou Pears""})",frozenset({'Banana'}),0.0214,0.2043,0.0052,0.24299065420560748,1.189381567330433,1.0,0.0008279799999999999,1.0511098765432099,0.16270889339558867,0.023582766439909295,0.04862467538721562,0.13422170987323936
frozenset({'Organic Fuji Apple'}),frozenset({'Banana'}),0.03825,0.2043,0.0142,0.3712418300653595,1.8171406268495325,1.0,0.006385525000000001,1.265510395010395,0.4675693882557106,0.0621852419531421,0.20980498939972286,0.22037372952117706
frozenset({'Banana'}),frozenset({'Organic Fuji Apple'}),0.2043,0.03825,0.0142,0.06950562897699461,1.8171406268495323,1.0,0.006385525000000001,1.0335903471856918,0.5651437214464367,0.0621852419531421,0.032498704421101754,0.22037372952117706
frozenset({'Organic Gala Apples'}),frozenset({'Banana'}),0.03295,0.2043,0.0075,0.2276176024279211,1.1141341283794473,1.0,0.0007683149999999994,1.0301891944990176,0.10593247505299615,0.032644178454842215,0.029304514801961896,0.13216416097901193
frozenset({'Banana'}),frozenset({'Organic Gala Apples'}),0.2043,0.03295,0.0075,0.036710719530102784,1.1141341283794473,1.0,0.0007683149999999994,1.0039040396341463,0.12874450169661925,0.032644178454842215,0.0038888573808001487,0.13216416097901193
frozenset({'Banana'}),frozenset({'Organic Granny Smith Apple'}),0.2043,0.0253,0.0056,0.02741067058247675,1.0834257147224011,1.0,0.0004312099999999996,1.0021701560140917,0.0967723837052729,0.024999999999999998,0.002165456635351133,0.12437727205013166
frozenset({'Organic Granny Smith Apple'}),frozenset({'Banana'}),0.0253,0.2043,0.0056,0.22134387351778656,1.0834257147224011,1.0,0.0004312099999999996,1.0218888324873097,0.07900049832182789,0.024999999999999998,0.021419974258874642,0.12437727205013166
frozenset({'Organic Grape Tomatoes'}),frozenset({'Banana'}),0.0343,0.2043,0.00725,0.21137026239067058,1.034607255950419,1.0,0.00024251000000000047,1.0089652495378927,0.034637729286956465,0.031337799870326345,0.00888558802396704,0.12342864563488498
frozenset({'Banana'}),frozenset({'Organic Grape Tomatoes'}),0.2043,0.0343,0.00725,0.03548702887909937,1.034607255950419,1.0,0.00024251000000000047,1.0012307028672927,0.04203802334097506,0.031337799870326345,0.0012291900995126533,0.12342864563488498
frozenset({'Organic Peeled Whole Baby Carrots'}),frozenset({'Banana'}),0.0233,0.2043,0.0068,0.2918454935622317,1.4285144080383343,1.0,0.0020398099999999995,1.1236248484848483,0.30712814459253546,0.030797101449275357,0.11002324187788326,0.16256493963476246
frozenset({'Banana'}),frozenset({'Organic Peeled Whole Baby Carrots'}),0.2043,0.0233,0.0068,0.033284385707293196,1.4285144080383345,1.0,0.0020398099999999995,1.0103281518987342,0.37699140231686484,0.030797101449275357,0.010222571626183265,0.16256493963476246
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.1097,0.2043,0.0239,0.2178669097538742,1.0664068025152922,1.0,0.0014882899999999998,1.0173460372960372,0.06994445480978861,0.08238538435022406,0.017050282460568306,0.1674258679949009
frozenset({'Banana'}),frozenset({'Organic Strawberries'}),0.2043,0.1097,0.0239,0.11698482623592756,1.0664068025152922,1.0,0.0014882899999999998,1.0082499445676274,0.07826008309306874,0.08238538435022406,0.008182439892089801,0.1674258679949009
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.0569,0.2043,0.01305,0.22934973637961337,1.1226125128713331,1.0,0.0014253300000000007,1.032504675028506,0.11581029546725952,0.05258915978238969,0.031481382907645294,0.1466131941809961
frozenset({'Banana'}),frozenset({'Organic Whole Milk'}),0.2043,0.0569,0.01305,0.06387665198237885,1.1226125128713331,1.0,0.0014253300000000007,1.007452705882353,0.1372636542103462,0.05258915978238969,0.007397573939538598,0.1466131941809961
frozenset({'Organic Whole String Cheese'}),frozenset({'Banana'}),0.02655,0.2043,0.0067,0.2523540489642185,1.2352131618415,1.0,0.0012758349999999995,1.0642738035264483,0.19561675928743966,0.029890698193174216,0.06039216911426225,0.14257447920555516
frozenset({'Banana'}),frozenset({'Organic Whole String Cheese'}),0.2043,0.02655,0.0067,0.032794909446891826,1.2352131618415,1.0,0.0012758349999999995,1.0064566548582996,0.23931523731099427,0.029890698193174216,0.006415233907126021,0.14257447920555516
frozenset({'Original Hummus'}),frozenset({'Banana'}),0.0317,0.2043,0.0088,0.27760252365930604,1.358798451587401,1.0,0.0023236900000000007,1.1014711790393013,0.27270028071690783,0.03873239436619718,0.09212331740518542,0.16033821728731332
frozenset({'Banana'}),frozenset({'Original Hummus'}),0.2043,0.0317,0.0088,0.04307391091532061,1.358798451587401,1.0,0.0023236900000000007,1.0118858823529413,0.33185331383458827,0.03873239436619718,0.011746267598183013,0.16033821728731332
frozenset({'Banana'}),frozenset({'Red Peppers'}),0.2043,0.0233,0.0064,0.03132648066568772,1.344484148741962,1.0,0.0016398100000000002,1.0082860535624052,0.32200617380922464,0.02893309222423146,0.008217959113021107,0.15300229612683527
frozenset({'Red Peppers'}),frozenset({'Banana'}),0.0233,0.2043,0.0064,0.27467811158798283,1.3444841487419619,1.0,0.0016398100000000002,1.0970301775147928,0.2623326635609706,0.02893309222423146,0.08844804774158957,0.15300229612683527
frozenset({'Red Vine Tomato'}),frozenset({'Banana'}),0.02235,0.2043,0.0063,0.2818791946308725,1.3797317407286955,1.0,0.001733895,1.1080308411214954,0.2815132497022744,0.02859087814840027,0.09749804528198129,0.15635809951807944
frozenset({'Banana'}),frozenset({'Red Vine Tomato'}),0.2043,0.02235,0.0063,0.030837004405286344,1.3797317407286955,1.0,0.001733895,1.0087570454545456,0.3458859225479811,0.02859087814840027,0.008681025321215513,0.15635809951807944
frozenset({'Banana'}),frozenset({'Seedless Red Grapes'}),0.2043,0.03435,0.01065,0.05212922173274596,1.5175901523361268,1.0,0.003632295,1.0187570100697134,0.42862958826226183,0.04671052631578947,0.018411662333915974,0.18108644492750836
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.03435,0.2043,0.01065,0.31004366812227074,1.5175901523361268,1.0,0.003632295,1.1532613924050632,0.3531927337858248,0.04671052631578947,0.13289388981057024,0.18108644492750836
frozenset({'Small Hass Avocado'}),frozenset({'Banana'}),0.02135,0.2043,0.00625,0.2927400468384075,1.4328930339618575,1.0,0.0018881949999999996,1.1250460264900661,0.308701987431666,0.028486782133090246,0.11114747623276044,0.16166615655674657
frozenset({'Banana'}),frozenset({'Small Hass Avocado'}),0.2043,0.02135,0.00625,0.03059226627508566,1.4328930339618575,1.0,0.0018881949999999996,1.009533930825549,0.37967977881110965,0.028486782133090246,0.009443893399157674,0.16166615655674657
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Banana'}),0.03325,0.2043,0.0072,0.21654135338345862,1.0599185187638698,1.0,0.00040702499999999923,1.0156247600767754,0.05847556245151269,0.03125678315606686,0.015384382786802323,0.12589182206617866
frozenset({'Banana'}),frozenset({'Sparkling Water Grapefruit'}),0.2043,0.03325,0.0072,0.035242290748898675,1.0599185187638698,1.0,0.00040702499999999923,1.0020650684931507,0.07104593439738582,0.03125678315606686,0.002060812773621591,0.12589182206617866
frozenset({'Banana'}),frozenset({'Strawberries'}),0.2043,0.0625,0.0178,0.08712677435144395,1.3940283896231032,1.0,0.005031249999999999,1.0269772117962466,0.3552274656051558,0.0714859437751004,0.026268559308206877,0.18596338717572197
frozenset({'Strawberries'}),frozenset({'Banana'}),0.0625,0.2043,0.0178,0.2848,1.3940283896231032,1.0,0.005031249999999999,1.1125559284116329,0.30149812734082393,0.0714859437751004,0.10116878220434836,0.18596338717572197
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.0307,0.2043,0.00875,0.28501628664495116,1.3950870614045576,1.0,0.0024779900000000002,1.1128924829157174,0.29216842787873426,0.038674033149171276,0.10144060153946355,0.16392272971503555
frozenset({'Banana'}),frozenset({'Yellow Onions'}),0.2043,0.0307,0.00875,0.042829172785119926,1.3950870614045578,1.0,0.0024779900000000002,1.0126718997698798,0.35591159625846064,0.038674033149171276,0.012513332079975162,0.16392272971503555
frozenset({'Bunched Cilantro'}),frozenset({'Limes'}),0.01975,0.05845,0.00585,0.29620253164556964,5.067622440471679,1.0,0.0046956125,1.3378138489208633,0.8188409114193352,0.08085694540428472,0.2525118492332533,0.19814403742244266
frozenset({'Limes'}),frozenset({'Bunched Cilantro'}),0.05845,0.01975,0.00585,0.10008554319931566,5.067622440471679,1.0,0.0046956125,1.0892701996197718,0.852497268778932,0.08085694540428472,0.0819541374132269,0.19814403742244266
frozenset({'Organic Baby Spinach'}),frozenset({'Carrots'}),0.10275,0.0313,0.0055,0.0535279805352798,1.710159122532901,1.0,0.0022839249999999996,1.023485089974293,0.4628131411636565,0.04278490859587709,0.022946196485268713,0.11462341518776768
frozenset({'Carrots'}),frozenset({'Organic Baby Spinach'}),0.0313,0.10275,0.0055,0.17571884984025557,1.710159122532901,1.0,0.0022839249999999996,1.0885242248062015,0.42867667070206555,0.04278490859587709,0.08132499285623358,0.11462341518776768
frozenset({'Organic Yellow Onion'}),frozenset({'Carrots'}),0.04745,0.0313,0.00505,0.10642781875658587,3.4002498005299,1.0,0.003564815,1.0840758254716982,0.7410676189134844,0.06852103120759837,0.07755529963516658,0.1338848358958648
frozenset({'Carrots'}),frozenset({'Organic Yellow Onion'}),0.0313,0.04745,0.00505,0.16134185303514376,3.4002498005299002,1.0,0.003564815,1.1358024761904764,0.7287126668690406,0.06852103120759837,0.11956522285984333,0.1338848358958648
frozenset({'Large Lemon'}),frozenset({'Cucumber Kirby'}),0.0633,0.04235,0.0065,0.10268562401263823,2.4246900593303007,1.0,0.003819245,1.0672402288732394,0.6272831790820474,0.06555723651033787,0.06300383648790082,0.12808425238412313
frozenset({'Cucumber Kirby'}),frozenset({'Large Lemon'}),0.04235,0.0633,0.0065,0.15348288075560804,2.424690059330301,1.0,0.003819245,1.106534030683403,0.613560438412942,0.06555723651033787,0.09627722937504862,0.12808425238412313
frozenset({'Organic Avocado'}),frozenset({'Cucumber Kirby'}),0.0752,0.04235,0.00735,0.09773936170212766,2.307895199577985,1.0,0.00416528,1.0613895357406042,0.6127862909869831,0.06669691470054445,0.05783883642471431,0.13564654035519608
frozenset({'Cucumber Kirby'}),frozenset({'Organic Avocado'}),0.04235,0.0752,0.00735,0.17355371900826447,2.307895199577985,1.0,0.00416528,1.119008,0.5917660543045601,0.06669691470054445,0.10635133975807144,0.13564654035519608
frozenset({'Organic Baby Spinach'}),frozenset({'Cucumber Kirby'}),0.10275,0.04235,0.0073,0.07104622871046229,1.6775968998928523,1.0,0.002948537500000001,1.0308909114719749,0.45016355149104775,0.05297532656023222,0.02996525735964318,0.12170965508722642
frozenset({'Cucumber Kirby'}),frozenset({'Organic Baby Spinach'}),0.04235,0.10275,0.0073,0.17237308146399055,1.677596899892852,1.0,0.002948537500000001,1.084123751783167,0.4217712594114161,0.05297532656023222,0.07759607853328566,0.12170965508722642
frozenset({'Organic Strawberries'}),frozenset({'Cucumber Kirby'}),0.1097,0.04235,0.0058,0.05287146763901549,1.248440794309693,1.0,0.0011542049999999993,1.0111088065447547,0.22352113003365767,0.03965811965811965,0.010986756789030954,0.0949127113873944
frozenset({'Cucumber Kirby'}),frozenset({'Organic Strawberries'}),0.04235,0.1097,0.0058,0.13695395513577333,1.248440794309693,1.0,0.0011542049999999993,1.0315787961696306,0.20780124478563713,0.03965811965811965,0.030612102814526924,0.0949127113873944
frozenset({'Organic Baby Spinach'}),frozenset({'Fresh Cauliflower'}),0.10275,0.02875,0.0052,0.05060827250608273,1.7602877393420078,1.0,0.0022459374999999997,1.0230234495130701,0.4813720342070857,0.04117181314330958,0.022505299877562654,0.11573891886173701
frozenset({'Fresh Cauliflower'}),frozenset({'Organic Baby Spinach'}),0.02875,0.10275,0.0052,0.18086956521739128,1.7602877393420078,1.0,0.0022459374999999997,1.0953688959660297,0.4446960696960697,0.04117181314330958,0.0870655505348468,0.11573891886173701
frozenset({'Honeycrisp Apple'}),frozenset({'Organic Strawberries'}),0.0358,0.1097,0.0055,0.15363128491620112,1.4004675015150512,1.0,0.0015727399999999996,1.051905610561056,0.29656993079519517,0.03928571428571428,0.0493443613570719,0.10188401073521998
frozenset({'Organic Strawberries'}),frozenset({'Honeycrisp Apple'}),0.1097,0.0358,0.0055,0.05013673655423883,1.4004675015150512,1.0,0.0015727399999999996,1.0150934740882915,0.32118693392421344,0.03928571428571428,0.014869048490187546,0.10188401073521998
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.05845,0.0633,0.0114,0.19503849443969204,3.0811768473885,1.0,0.007700115,1.1636581296493091,0.7173795169778836,0.10330765745355687,0.14064107445253768,0.18756664058477496
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.0633,0.05845,0.0114,0.18009478672985785,3.0811768473885004,1.0,0.007700115,1.148364450867052,0.7210939299781428,0.10330765745355687,0.1291963111145004,0.18756664058477496
frozenset({'Organic Avocado'}),frozenset({'Large Lemon'}),0.0752,0.0633,0.01035,0.13763297872340424,2.1742966622970656,1.0,0.00558984,1.0861964533538937,0.583997793490798,0.08076472883339834,0.0793562279528176,0.1505700438640718
frozenset({'Large Lemon'}),frozenset({'Organic Avocado'}),0.0633,0.0752,0.01035,0.16350710900473936,2.174296662297066,1.0,0.00558984,1.1055682719546742,0.576578583773129,0.08076472883339834,0.09548779087882717,0.1505700438640718
frozenset({'Organic Baby Spinach'}),frozenset({'Large Lemon'}),0.10275,0.0633,0.00905,0.0880778588807786,1.391435369364591,1.0,0.002545925000000002,1.0271710245464247,0.31353321767401643,0.05764331210191084,0.026452288759238395,0.11552392154149516
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.0633,0.10275,0.00905,0.14296998420221171,1.391435369364591,1.0,0.002545925000000002,1.0469294930875577,0.30032847182450223,0.05764331210191084,0.04482583917772273,0.11552392154149516
frozenset({'Organic Garlic'}),frozenset({'Large Lemon'}),0.04665,0.0633,0.0067,0.14362272240085747,2.268921364942456,1.0,0.0037470550000000004,1.0937936170212765,0.5866281431777495,0.0648910411622276,0.08575074452957988,0.12473395203771151
frozenset({'Large Lemon'}),frozenset({'Organic Garlic'}),0.0633,0.04665,0.0067,0.10584518167456557,2.268921364942456,1.0,0.0037470550000000004,1.0662023851590106,0.5970555570604329,0.0648910411622276,0.06209176239006196,0.12473395203771151
frozenset({'Organic Hass Avocado'}),frozenset({'Large Lemon'}),0.0919,0.0633,0.00645,0.07018498367791078,1.1087675146589382,1.0,0.0006327300000000006,1.0074046811000585,0.10802518931682055,0.04336134453781513,0.007350254807206982,0.08604035913753359
frozenset({'Large Lemon'}),frozenset({'Organic Hass Avocado'}),0.0633,0.0919,0.00645,0.10189573459715641,1.1087675146589382,1.0,0.0006327300000000006,1.01112981530343,0.10472688632284056,0.04336134453781513,0.011007306020434328,0.08604035913753359
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Lime Sparkling Water'}),0.03325,0.01845,0.00525,0.15789473684210525,8.55798031664527,1.0,0.0046365375,1.165590625,0.9135246961468839,0.11302475780409041,0.14206585180796216,0.22122379118528027
frozenset({'Lime Sparkling Water'}),frozenset({'Sparkling Water Grapefruit'}),0.01845,0.03325,0.00525,0.2845528455284553,8.55798031664527,1.0,0.0046365375,1.351252840909091,0.8997503947837604,0.11302475780409041,0.2599460517491133,0.22122379118528027
frozenset({'Limes'}),frozenset({'Organic Avocado'}),0.05845,0.0752,0.0095,0.16253207869974337,2.161330833773183,1.0,0.005104559999999999,1.1042811031664963,0.5706782489120682,0.07652033830044301,0.09443347610266369,0.14443093296689297
frozenset({'Organic Avocado'}),frozenset({'Limes'}),0.0752,0.05845,0.0095,0.12632978723404253,2.161330833773183,1.0,0.005104559999999999,1.0776949771689497,0.5810143871790202,0.07652033830044301,0.07209366176415755,0.14443093296689297
frozenset({'Organic Baby Spinach'}),frozenset({'Limes'}),0.10275,0.05845,0.00715,0.06958637469586375,1.1905282240524164,1.0,0.0011442625000000007,1.0119692730125522,0.17836357011614754,0.04641350210970464,0.01182770399433248,0.09595657485862477
frozenset({'Limes'}),frozenset({'Organic Baby Spinach'}),0.05845,0.10275,0.00715,0.1223267750213858,1.1905282240524167,1.0,0.0011442625000000007,1.022305311890838,0.16997155040806478,0.04641350210970464,0.02181864031360914,0.09595657485862477
frozenset({'Limes'}),frozenset({'Organic Cilantro'}),0.05845,0.029,0.00795,0.1360136869118905,4.6901271348927756,1.0,0.0062549500000000004,1.1238603960396039,0.8356286586182492,0.1,0.11020977024911484,0.2050758089731866
frozenset({'Organic Cilantro'}),frozenset({'Limes'}),0.029,0.05845,0.00795,0.27413793103448275,4.6901271348927756,1.0,0.0062549500000000004,1.297147268408551,0.810284411454184,0.1,0.22907751158672693,0.2050758089731866
frozenset({'Organic Garlic'}),frozenset({'Limes'}),0.04665,0.05845,0.00635,0.13612004287245444,2.3288287916587587,1.0,0.0036233075,1.0899083746898264,0.5985205919119029,0.06430379746835442,0.08249168166582171,0.12237995300166776
frozenset({'Limes'}),frozenset({'Organic Garlic'}),0.05845,0.04665,0.00635,0.10863986313088109,2.3288287916587587,1.0,0.0036233075,1.0695452495201536,0.6060215668835565,0.06430379746835442,0.06502319518632306,0.12237995300166776
frozenset({'Organic Hass Avocado'}),frozenset({'Limes'}),0.0919,0.05845,0.0079,0.08596300326441786,1.4707100644040694,1.0,0.0025284450000000007,1.0301005357142858,0.35244612830516914,0.05545805545805547,0.029220968896413207,0.11056062909157591
frozenset({'Limes'}),frozenset({'Organic Hass Avocado'}),0.05845,0.0919,0.0079,0.13515825491873396,1.4707100644040692,1.0,0.0025284450000000007,1.0500186943620178,0.33992494197219913,0.05545805545805547,0.04763600365459086,0.11056062909157591
frozenset({'Organic Strawberries'}),frozenset({'Limes'}),0.1097,0.05845,0.00715,0.06517775752051048,1.1151027805048843,1.0,0.0007380349999999997,1.007196830814237,0.11594033283351488,0.04440993788819875,0.007145406532324872,0.09375226627094814
frozenset({'Limes'}),frozenset({'Organic Strawberries'}),0.05845,0.1097,0.00715,0.1223267750213858,1.115102780504884,1.0,0.0007380349999999997,1.0143866471734893,0.1096295239994459,0.04440993788819875,0.014182607010429955,0.09375226627094814
frozenset({'Organic Baby Spinach'}),frozenset({'Michigan Organic Kale'}),0.10275,0.0289,0.0052,0.05060827250608273,1.7511512977883297,1.0,0.002230525,1.0228654536135315,0.4780686713676405,0.04112297350731515,0.022354312126539728,0.1152695341769168
frozenset({'Michigan Organic Kale'}),frozenset({'Organic Baby Spinach'}),0.0289,0.10275,0.0052,0.17993079584775087,1.7511512977883297,1.0,0.002230525,1.0941149789029536,0.4417126098080686,0.04112297350731515,0.08601927650905643,0.1152695341769168
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Avocado'}),0.10275,0.0752,0.0117,0.11386861313868614,1.5142102810995497,1.0,0.0039732000000000005,1.0436375617792422,0.37847839909695585,0.07037593984962406,0.041812946733008366,0.13472685976083243
frozenset({'Organic Avocado'}),frozenset({'Organic Baby Spinach'}),0.0752,0.10275,0.0117,0.15558510638297873,1.5142102810995497,1.0,0.0039732000000000005,1.0625700787401575,0.36720344246295805,0.07037593984962406,0.058885601987159364,0.13472685976083243
frozenset({'Organic Garlic'}),frozenset({'Organic Avocado'}),0.04665,0.0752,0.0064,0.1371918542336549,1.824359763745411,1.0,0.0028919200000000005,1.0718489440993788,0.4739733571091415,0.05543525335643136,0.06703271435300054,0.11114911860618915
frozenset({'Organic Avocado'}),frozenset({'Organic Garlic'}),0.0752,0.04665,0.0064,0.0851063829787234,1.8243597637454108,1.0,0.0028919200000000005,1.0420337209302326,0.48860564446366794,0.05543525335643136,0.04033815805184183,0.11114911860618915
frozenset({'Organic Grape Tomatoes'}),frozenset({'Organic Avocado'}),0.0343,0.0752,0.0051,0.14868804664723034,1.9772346628621056,1.0,0.0025206400000000006,1.0863232876712328,0.5117978018586539,0.04885057471264369,0.07946371826041343,0.10825359779170028
frozenset({'Organic Avocado'}),frozenset({'Organic Grape Tomatoes'}),0.0752,0.0343,0.0051,0.06781914893617022,1.9772346628621058,1.0,0.0025206400000000006,1.0359577746077033,0.5344324581043491,0.04885057471264369,0.03470969134945658,0.10825359779170028
frozenset({'Organic Strawberries'}),frozenset({'Organic Avocado'}),0.1097,0.0752,0.01,0.09115770282588878,1.2122034950251168,1.0,0.00175056,1.0175582748244734,0.19662585645288105,0.057175528873642086,0.01725530149858216,0.11206821311507205
frozenset({'Organic Avocado'}),frozenset({'Organic Strawberries'}),0.0752,0.1097,0.01,0.13297872340425532,1.2122034950251168,1.0,0.00175056,1.0268490797546013,0.18929065743944637,0.057175528873642086,0.026147055379372473,0.11206821311507205
frozenset({'Organic Avocado'}),frozenset({'Organic Whole Milk'}),0.0752,0.0569,0.0056,0.07446808510638298,1.3087536925550611,1.0,0.0013211199999999994,1.0189816091954025,0.2550976272862085,0.04426877470355731,0.018628019410860962,0.08644318139326179
frozenset({'Organic Whole Milk'}),frozenset({'Organic Avocado'}),0.0569,0.0752,0.0056,0.0984182776801406,1.3087536925550611,1.0,0.0013211199999999994,1.0257528265107212,0.25014768923156144,0.04426877470355731,0.025106269117799083,0.08644318139326179
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Avocado'}),0.04745,0.0752,0.00515,0.10853530031612224,1.4432885680335403,1.0,0.0015817600000000002,1.037393853427896,0.3224375246209332,0.04382978723404255,0.03604595622418062,0.08850967143465686
frozenset({'Organic Avocado'}),frozenset({'Organic Yellow Onion'}),0.0752,0.04745,0.00515,0.06848404255319149,1.4432885680335403,1.0,0.0015817600000000002,1.022580442541042,0.33211274229851856,0.04382978723404255,0.022081825156885716,0.08850967143465686
frozenset({'Organic Avocado'}),frozenset({'Strawberries'}),0.0752,0.0625,0.00585,0.07779255319148937,1.2446808510638299,1.0,0.00115,1.0165825522710887,0.21256617277378523,0.04436860068259386,0.01631205673758866,0.08569627659574469
frozenset({'Strawberries'}),frozenset({'Organic Avocado'}),0.0625,0.0752,0.00585,0.0936,1.2446808510638299,1.0,0.00115,1.0203000882612532,0.20968660968660965,0.04436860068259386,0.019896193771626297,0.08569627659574469
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Baby Arugula'}),0.10275,0.03055,0.00565,0.054987834549878344,1.799929117835625,1.0,0.0025109875,1.0258598094747682,0.4953163180514699,0.04426165295730512,0.025207937026023357,0.1199652757037444
frozenset({'Organic Baby Arugula'}),frozenset({'Organic Baby Spinach'}),0.03055,0.10275,0.00565,0.18494271685761046,1.799929117835625,1.0,0.0025109875,1.1008428714859437,0.4584275273316637,0.04426165295730512,0.09160514556434714,0.1199652757037444
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Baby Carrots'}),0.10275,0.03355,0.00625,0.060827250608272515,1.813032805015574,1.0,0.0028027375,1.0290439119170984,0.49979158539983287,0.04805843906189927,0.028224171564253206,0.12355818566181137
frozenset({'Organic Baby Carrots'}),frozenset({'Organic Baby Spinach'}),0.03355,0.10275,0.00625,0.18628912071535023,1.8130328050155742,1.0,0.0028027375,1.1026643772893772,0.4640053805163226,0.04805843906189927,0.09310573498506573,0.12355818566181137
frozenset({'Organic Strawberries'}),frozenset({'Organic Baby Carrots'}),0.1097,0.03355,0.0056,0.051048313582497715,1.5215592722055948,1.0,0.0019195649999999994,1.0184396253602306,0.38501568492161536,0.040682891391209584,0.018105761894042848,0.10898168287172574
frozenset({'Organic Baby Carrots'}),frozenset({'Organic Strawberries'}),0.03355,0.1097,0.0056,0.1669150521609538,1.521559272205595,1.0,0.0019195649999999994,1.068678533094812,0.3546789428172323,0.040682891391209584,0.06426491313147678,0.10898168287172574
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Blueberries'}),0.10275,0.04195,0.0051,0.04963503649635037,1.1831951488998895,1.0,0.0007896375000000008,1.0080864055299539,0.17256158523593348,0.036532951289398284,0.008021540103700611,0.08560416902290702
frozenset({'Organic Blueberries'}),frozenset({'Organic Baby Spinach'}),0.04195,0.10275,0.0051,0.12157330154946365,1.1831951488998895,1.0,0.0007896375000000008,1.0214284260515605,0.16161044032455646,0.036532951289398284,0.020978881637741607,0.08560416902290702
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Cilantro'}),0.10275,0.029,0.0051,0.04963503649635037,1.7115529826327713,1.0,0.00212025,1.0217127496159755,0.46334387753429596,0.040268456375838924,0.02125132491900141,0.1127485527309338
frozenset({'Organic Cilantro'}),frozenset({'Organic Baby Spinach'}),0.029,0.10275,0.0051,0.17586206896551723,1.7115529826327711,1.0,0.00212025,1.088713389121339,0.4281516932210578,0.040268456375838924,0.08148461294568653,0.1127485527309338
